No errors
This data source has been renamed to 'aircraftreports' and will not be available in the next release of the dataserver; 
36 ms
data source=pireps
802 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2020-02-02T02:46:41Z,2020-02-02T02:44:00Z,,,,,,,LOT34,50.1333,-29.0667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,356,53,,AIREP,ARP LOT34 5008N 02904W 0244 F410 M44 356/53 5100N 02000W 0323 DINIM KT SPLRD DDL XXN 020244 L66A,
2020-02-02T02:45:41Z,2020-02-02T02:44:00Z,,,,,,,DLH439,49.1833,-54.7667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,262,76,,AIREP,ARP DLH439 4911N 05446W 0244 F350 M55 262/76 5000N 05000W 0306 5200N 04000W KT DAIGV DDL YQX 020244 J63A,
2020-02-02T02:46:41Z,2020-02-02T02:44:00Z,,,,,,,UAL956,48.7167,-31.7,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,219,39,,AIREP,ARP UAL956 4843N 03142W 0244 F360 M44 219/39 4859N 03000W 0253 4959N 02000W KT N660UA DDL XXN 020244 F93A,
2020-02-02T02:45:41Z,2020-02-02T02:44:00Z,,,,,,,SWR17P,46.8,-41.25,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,301,30,,AIREP,ARP SWR17P 4648N 04115W 0244 F370 M50 301/30 4700N 04000W 0250 4900N 03000W KT HBJHN DDL XXH 020244 J97A,
2020-02-02T02:45:41Z,2020-02-02T02:44:00Z,,,,,,,UAL120,46.7333,-51.5,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,290,120,,AIREP,ARP UAL120 4644N 05130W 0244 F330 M54 290/120 4700N 05000W 0250 4700N 04000W KT N641UA DDL YYT 020244 F48A,
2020-02-02T02:45:41Z,2020-02-02T02:43:00Z,,,,,,,AFL151,59.1667,-18.7333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,238,45,,AIREP,ARP AFL151 5910N 01844W 0243 F370 M49 238/45 ATSIX 0315 AKIVO KT VPBLX DDL VEY 020243 J34A,
2020-02-02T02:44:44Z,2020-02-02T02:43:00Z,,,,,,,FDX5391,59.1,-34.35,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,240,30,,AIREP,ARP FDX5391 5906N 03421W 0243 F320 M46 240/30 5900N 04000W 0306 5800N 05000W KT N878FD QXT AME 020243 F72A,
2020-02-02T02:44:44Z,2020-02-02T02:43:00Z,,,,,,,EIN13R,51.95,-40.1833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,295,43,,AIREP,ARP EIN13R 5157N 04011W 0243 F350 M53 295/43 5200N 04000W 0244 5159N 03000W KT EILRA DDL IG1 020243 J46A,
2020-02-02T02:44:44Z,2020-02-02T02:43:00Z,,,,,,,DAL86,50.9833,-43.05,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,268,32,,AIREP,ARP DAL86 5059N 04303W 0243 F390 M50 268/32 5129N 04000W 0257 5129N 03000W KT N851NW DDL XXN 020243 J67A,
2020-02-02T02:44:44Z,2020-02-02T02:43:00Z,,,,,,,AAL100,50.4333,-43.2333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,277,41,,AIREP,ARP AAL100 5026N 04314W 0243 F360 M55 277/41 5058N 04000W 0258 5058N 03000W KT N726AN DDL XXN 020243 F59A,
2020-02-02T02:46:41Z,2020-02-02T02:43:00Z,,,,,,,CMB166,49.5167,-25.7333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,228,65,,AIREP,ARP CMB166 4931N 02544W 0243 F370 M45 228/65 4959N 02000W 0308 4959N 01500W KT N715CK DDL IG1 020244 F18A,
2020-02-02T02:44:44Z,2020-02-02T02:43:00Z,,,,,,,QTR708,49.25,-48.9,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,286,64,,AIREP,ARP QTR708 4915N 04854W 0243 F330 M55 286/64 5059N 04000W 0324 5059N 03000W KT A7BES QXS YYT 020243 F34A,
2020-02-02T02:45:41Z,2020-02-02T02:43:00Z,,,,,,,UAL999,48.8667,-46.2,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,284,44,,AIREP,ARP UAL999 4852N 04612W 0243 F390 M52 284/44 4959N 04000W 0311 4959N 03000W KT N12003 DDL XXH 020244 L72A,
2020-02-02T02:44:35Z,2020-02-02T02:42:00Z,,,,,,,DAL142,61.95,-49.2167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,296,26,,AIREP,ARP DAL142 6157N 04913W 0242 F370 M47 296/26 6100N 04000W 0315 6000N 03000W KT N821NW QXS UAK 020242 J62A,
2020-02-02T02:50:03Z,2020-02-02T02:42:00Z,,,,,,,C208,55.5686,-133.081,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,AKW UA /OV AKW /TM 0242 /FL000 /TP C208 /RM 4IN DRY SN ALL SFCS AKFSS,
2020-02-02T02:45:41Z,2020-02-02T02:42:00Z,,,,,,,EIN1AW,52.1,-29.05,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,239,48,,AIREP,ARP EIN1AW 5206N 02903W 0242 F380 M44 239/48 5258N 02000W 0321 MALOT KT EIEAV DDL XXN 020242 J91A,
2020-02-02T02:45:41Z,2020-02-02T02:42:00Z,,,,,,,UAL962,52.0833,-35.2,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,271,32,,AIREP,ARP UAL962 5205N 03512W 0242 F330 M47 271/32 5159N 03000W 0306 5259N 02000W KT N68061 DDL XXN 020242 F94A,
2020-02-02T02:45:41Z,2020-02-02T02:42:00Z,,,,,,,ACA874,52.0667,-35.4833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,243,31,,AIREP,ARP ACA874 5204N 03529W 0242 F360 M46 243/31 5158N 03000W 0306 5258N 02000W KT CFIVR DDL XXH 020242 F41A,
2020-02-02T02:44:31Z,2020-02-02T02:42:00Z,,,,,,,DAL98,51.9833,-50.0333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,277,44,,AIREP,ARP DAL98 5159N 05002W 0242 F380 M52 277/44 5200N 05000W 0243 5359N 04000W KT N817NW DDL YAY 020242 J13A,
2020-02-02T02:45:41Z,2020-02-02T02:42:00Z,,,,,,,DAL82,50.7667,-22.85,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,230,63,,AIREP,ARP DAL82 5046N 02251W 0242 F370 M43 230/63 5058N 02000W 0254 5058N 01500W KT N813NW DDL XXN 020242 J12A,
2020-02-02T02:45:41Z,2020-02-02T02:42:00Z,,,,,,,AAL44,50.4833,-25.9833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,231,59,,AIREP,ARP AAL44 5029N 02559W 0242 F380 M41 231/59 5058N 02000W 0307 5058N 01500W KT N799AN DDL XXN 020242 F72A,
2020-02-02T02:44:35Z,2020-02-02T02:42:00Z,,,,,,,AFR681,49.9,-40.5,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,297,22,,AIREP,ARP AFR681 4954N 04030W 0242 F360 M52 297/22 5000N 04000W 0244 4959N 03000W KT FGZNI QXT AME 020242 F32A,
2020-02-02T02:44:21Z,2020-02-02T02:42:00Z,,,,,,,AFR137,49.2833,-54.9333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,265,63,,AIREP,ARP AFR137 4917N 05456W 0242 F370 M56 265/63 4944N 05205W 0255 5000N 05000W KT FGZCF QXS YDF 020242 J13A,
2020-02-02T02:44:31Z,2020-02-02T02:42:00Z,,,,,,,UAL918,47.5667,-51.7333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,281,65,,AIREP,ARP UAL918 4734N 05144W 0242 F370 M57 281/65 4800N 05000W 0250 5000N 04000W KT N795UA DDL YYT 020242 F29A,
2020-02-02T02:44:24Z,2020-02-02T02:42:00Z,,,,,,,GTI5421,44.95,-50.7167,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,299,116,,AIREP,ARP GTI5421 4457N 05043W 0242 F320 M54 299/116 4500N 05000W 0245 4700N 04000W KT N409MC DDL IG1 020242 F44A,
2020-02-02T02:44:35Z,2020-02-02T02:42:00Z,,,,,,,BAW2154,42.9,-25.15,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,231,130,,AIREP,ARP BAW2154 4254N 02509W 0242 F380 M58 231/130 4300N 02500W 0242 4700N 02000W KT GVIIW QXS PDL 020242 F85A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,BOX412,62.4667,-52.4333,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,290,23,,AIREP,ARP BOX412 6228N 05226W 0241 F320 M54 290/23 NIFTY 0305 PEPKI KT DAALB DDL XXN 020241 F44A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,AMX008,59.2833,-48.8167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,289,39,,AIREP,ARP AMX008 5917N 04849W 0241 F360 M45 289/39 5900N 05000W 0246 CUDDY KT N965AM DDL UAK 020241 L58A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,BCS974,57.9667,-40.6,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,278,31,,AIREP,ARP BCS974 5758N 04036W 0241 F360 M48 278/31 5700N 05000W 0324 DORYY KT DALMD DDL UAK 020241 J62A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,KLM29E,53.7167,-33.4833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,249,40,,AIREP,ARP KLM29E 5343N 03329W 0241 F390 M44 249/40 5358N 03000W 0256 5358N 02000W KT PHAKA QXT AME 020241 J12A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,UAL106,52.1,-29.1833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,249,44,,AIREP,ARP UAL106 5206N 02911W 0241 F370 M44 249/44 5259N 02000W 0318 5259N 01500W KT N784UA DDL XXN 020241 F55A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,SVA038,50.9167,-21.2,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,235,74,,AIREP,ARP SVA038 5055N 02112W 0241 F340 M41 235/74 5059N 02000W 0246 5059N 01500W KT HZAK42 QXT EUA 020241 F72A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,EIN1HL,50.9167,-45.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,277,40,,AIREP,ARP EIN1HL 5055N 04559W 0241 F370 M53 277/40 5159N 04000W 0309 5159N 03000W KT EILRB DDL IG1 020241 J41A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,UAL30,49.1167,-29.0333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,221,55,,AIREP,ARP UAL30 4907N 02902W 0241 F360 M42 221/55 4959N 02000W 0322 4959N 01500W KT N76064 DDL XXN 020242 F90A,
2020-02-02T02:44:35Z,2020-02-02T02:41:00Z,,,,,,,UAL946,48.8667,-46.1667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,289,45,,AIREP,ARP UAL946 4852N 04610W 0241 F370 M53 289/45 4959N 04000W 0311 4959N 03000W KT N646UA DDL XXN 020241 F72A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,DAL64,48.5667,-51.7333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,274,61,,AIREP,ARP DAL64 4834N 05144W 0241 F360 M57 274/61 4900N 05000W 0250 5100N 04000W KT N826NW DDL IG1 020241 J31A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,BAW6W,48.2833,-48.7333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,292,41,,AIREP,ARP BAW6W 4817N 04844W 0241 F390 M50 292/41 4958N 04000W 0322 4958N 03000W KT GXLEB QXS YYT 020241 J62A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,BAW40F,46.2667,-38.95,37900,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,274,25,,AIREP,ARP BAW40F 4616N 03857W 0241 F379 M46 274/25 4800N 03000W 0326 4900N 02000W KT GBYGC QXT AME 020242 F28A,
2020-02-02T02:44:25Z,2020-02-02T02:41:00Z,,,,,,,DJT101,44.8833,-51.6167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,290,130,,AIREP,ARP DJT101 4453N 05137W 0241 F340 M59 290/130 4459N 05000W 0248 4659N 04000W KT FHNCO DDL YYT 020241 J46A,
2020-02-02T02:44:31Z,2020-02-02T02:41:00Z,,,,,,,VIR22Q,44.4167,-43.3,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,303,37,,AIREP,ARP VIR22Q 4425N 04318W 0241 F400 M49 303/37 4458N 03959W 0259 4658N 02959W KT GVLNM DDL XXH 020241 J88A,
2020-02-02T02:44:44Z,2020-02-02T02:41:00Z,,,,,,,VIR104L,43.9333,-45.9333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,297,47,,AIREP,ARP VIR104L 4356N 04556W 0241 F380 M54 297/47 4500N 04000W 0313 4700N 03000W KT GVFIT DDL XXH 020241 J62A,
2020-02-02T02:44:31Z,2020-02-02T02:40:00Z,,,,,,,FDX5225,59.2167,-21.6167,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,236,52,,AIREP,ARP FDX5225 5913N 02137W 0240 F320 M58 236/52 6000N 03000W 0316 6000N 04000W KT N884FD QXT EUA 020242 F46A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,SAS904,57.0667,-35.3167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,230,31,,AIREP,ARP SAS904 5704N 03519W 0240 F390 M44 230/31 5859N 02959W 0305 6059N 01959W KT LNRKT DDL XXN 020240 J20A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,SAS910,56.1167,-29.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,231,38,,AIREP,ARP SAS910 5607N 02908W 0240 F380 M43 231/38 5700N 02000W 0317 ERAKA KT LNRKN DDL XXN 020240 J67A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,DAL262,54.1,-35.5333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,243,36,,AIREP,ARP DAL262 5406N 03532W 0240 F370 M46 243/36 5400N 03000W 0303 5400N 02000W KT N801NW DDL IG1 020240 J51A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,VIR128K,53.0167,-39.75,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,264,45,,AIREP,ARP VIR128K 5301N 03945W 0240 F390 M48 264/45 5359N 03000W 0323 5359N 02000W KT GVWND DDL XXH 020240 J70A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,DLH431,53.0,-40.15,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,295,38,,AIREP,ARP DLH431 5300N 04009W 0240 F350 M51 295/38 5300N 04000W 0241 5400N 03000W KT DABYG DDL XXH 020241 F27A,
2020-02-02T02:44:24Z,2020-02-02T02:40:00Z,,,,,,,DAL230,52.7167,-46.9667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,278,38,,AIREP,ARP DAL230 5243N 04658W 0240 F380 M49 278/38 5400N 04000W 0312 5400N 03000W KT N1605 QXT IGW 020241 F11A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,DLH427,52.0833,-34.3667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,246,31,,AIREP,ARP DLH427 5205N 03422W 0240 F340 M47 246/31 5159N 03000W 0259 5259N 02000W KT DAIGM DDL XXH 020240 J59A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,UAL57,51.5667,-42.5333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,289,39,,AIREP,ARP UAL57 5134N 04232W 0240 F360 M53 289/39 5159N 04000W 0251 5159N 03000W KT N91007 DDL XXH 020240 L61A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,AAR587,51.5,-39.9333,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,313,46,,AIREP,ARP AAR587 5130N 03956W 0240 F320 M54 313/46 5130N 03000W 0322 5230N 02000W KT HL7616 DDL XXN 020240 F50A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,BAW45B,51.4833,-43.15,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,285,40,,AIREP,ARP BAW45B 5129N 04309W 0240 F370 M50 285/40 5200N 04000W 0254 5200N 03000W KT GCIVF QXT AME 020240 F69A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,AAL704,51.0667,-36.7833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,259,34,,AIREP,ARP AAL704 5104N 03647W 0240 F390 M46 259/34 5058N 03000W 0310 5158N 02000W KT N290AY DDL XXH 020240 J79A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,BEL52B,50.6,-34.2,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,247,38,,AIREP,ARP BEL52B 5036N 03412W 0240 F390 M45 247/38 5030N 03000W 0259 5130N 02000W KT OOSFE QXT AME 020241 J47A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,AAL198,50.1,-35.3667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,253,30,,AIREP,ARP AAL198 5006N 03522W 0240 F370 M45 253/30 5000N 03000W 0304 5100N 02000W KT N777AN DDL XXN 020241 F62A,
2020-02-02T02:44:24Z,2020-02-02T02:40:00Z,,,,,,,UAL915,49.45,-43.2167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,269,41,,AIREP,ARP UAL915 4927N 04313W 0240 F400 M50 269/41 4959N 04000W 0255 4959N 03000W KT N45905 DDL XXN 020240 L82A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,ACA856,49.3,-48.75,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,284,53,,AIREP,ARP ACA856 4918N 04845W 0240 F370 M52 284/53 5059N 04000W 0319 5059N 03000W KT CFNOG DDL YYT 020242 L60A,
2020-02-02T02:44:31Z,2020-02-02T02:40:00Z,,,,,,,AAL92,48.25,-49.0167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,283,36,,AIREP,ARP AAL92 4815N 04901W 0240 F400 M50 283/36 5000N 04000W 0322 5000N 03000W KT N804AN DDL YYT 020240 L41A,
2020-02-02T02:44:35Z,2020-02-02T02:40:00Z,,,,,,,AAL66,47.0167,-29.1833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,230,66,,AIREP,ARP AAL66 4701N 02911W 0240 F370 M46 230/66 4659N 02000W 0321 4559N 01500W KT N776AN DDL XXN 020240 F74A,
2020-02-02T02:44:24Z,2020-02-02T02:40:00Z,,,,,,,DAL130,46.8667,-54.5167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,269,132,,AIREP,ARP DAL130 4652N 05431W 0240 F340 M59 269/132 NICSO 0252 4800N 05000W KT N832MH QXS YJT 020240 F25A,
2020-02-02T02:50:03Z,2020-02-02T02:40:00Z,,,,,,,P28A,46.4102,-97.8977,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,9,300,80,,PIREP,GWR UA /OV JMS130045 /TM 0240 /FL055 /TP P28A /TA 09 /WV 30080KT,
2020-02-02T02:44:24Z,2020-02-02T02:40:00Z,,,,,,,AAL56,44.8667,-52.0,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,295,96,,AIREP,ARP AAL56 4452N 05200W 0240 F360 M59 295/96 RAFIN 0241 4500N 05000W KT N728AN DDL YYT 020240 F64A,
2020-02-02T02:44:24Z,2020-02-02T02:40:00Z,,,,,,,SWR67R,44.1,-39.45,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,302,30,,AIREP,ARP SWR67R 4406N 03927W 0240 F370 M46 302/30 4558N 02959W 0328 4658N 02000W KT HBJHH DDL XXH 020240 J33A,
2020-02-02T02:44:21Z,2020-02-02T02:40:00Z,,,,,,,DAL126,43.6833,-51.8667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,298,110,,AIREP,ARP DAL126 4341N 05152W 0240 F350 M58 298/110 4359N 05000W 0249 4559N 04000W KT N176DZ QXT AOE 020240 F89A,
2020-02-02T02:45:06Z,2020-02-02T02:40:00Z,,,,,,,UAL1814,32.5833,-81.2667,37000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,AIREP,ARP UAL1814 3235N 08116W 0240 F370 TB MODERATE SK CLEAR IC,
2020-02-02T02:45:05Z,2020-02-02T02:40:00Z,,,,,,,AAL284,22.35,-151.8833,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,219,57,,AIREP,ARP AAL284 2221N 15153W 0240 F330 MS47 219/057KT,
2020-02-02T02:45:41Z,2020-02-02T02:40:00Z,,,,,,,AZA774,14.7333,65.0667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,229,40,,AIREP,ARP AZA774 1444N 06504E 0240 F390 M54 229/40,
2020-02-02T02:44:31Z,2020-02-02T02:39:00Z,,,,,,,DAL178,62.2333,-52.9667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,310,31,,AIREP,ARP DAL178 6214N 05258W 0239 F340 M48 310/31 6200N 05000W 0250 6100N 04000W KT N197DN QXT IGW 020240 F62A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,DAL34,60.8333,-52.8667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,292,27,,AIREP,ARP DAL34 6050N 05252W 0239 F350 M49 292/27 6058N 05000W 0250 5958N 04001W KT N1611B QXS UAK 020239 F09A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,DAL160,56.1,-24.9,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,226,42,,AIREP,ARP DAL160 5606N 02454W 0239 F370 M45 226/42 5600N 02000W 0259 RESNO KT N825NW DDL IG1 020239 J10A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,SAS954,55.9,-30.5833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,231,38,,AIREP,ARP SAS954 5554N 03035W 0239 F390 M43 231/38 5600N 03000W 0241 5659N 02000W KT LNRKU DDL XXN 020239 J58A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,SAS926,55.6167,-32.3,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,243,40,,AIREP,ARP SAS926 5537N 03218W 0239 F390 M42 243/40 5559N 03000W 0248 5659N 02000W KT LNRKM DDL XXN 020239 J88A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,ICE614,53.75,-59.0833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,259,34,,AIREP,ARP ICE614 5345N 05905W 0239 F350 M48 259/34 HOIST 0252 5800N 05000W KT TFISN DDL YYR 020239 A07A,
2020-02-02T02:44:25Z,2020-02-02T02:39:00Z,,,,,,,IBE6409,53.4833,-33.6667,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,259,28,,AIREP,ARP IBE6409 5329N 03340W 0239 F320 M47 259/28 5401N 04000W 0309 5401N 05000W KT ECLEV QXT AME 020239 J56A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,ACA872,52.1167,-28.9833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,233,46,,AIREP,ARP ACA872 5207N 02859W 0239 F350 M43 233/46 5258N 02000W 0316 5258N 01500W KT CFITL DDL XXH 020239 F47A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,DLH445,52.0833,-35.5333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,252,35,,AIREP,ARP DLH445 5205N 03532W 0239 F390 M44 252/35 5159N 03000W 0303 5259N 02000W KT DAIKN DDL XXH 020239 J76A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,UAL70,52.0667,-37.2333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,282,33,,AIREP,ARP UAL70 5204N 03714W 0239 F350 M49 282/33 5159N 03000W 0311 5259N 02000W KT N76054 DDL XXN 020239 F72A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,EIN1TC,52.0333,-31.45,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,229,37,,AIREP,ARP EIN1TC 5202N 03127W 0239 F360 M47 229/37 5159N 03000W 0245 5259N 02000W KT EILRC DDL IG1 020239 J24A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,AUA66,51.9333,-40.4167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,296,43,,AIREP,ARP AUA66 5156N 04025W 0239 F350 M54 296/43 5200N 04000W 0241 5200N 03000W KT OELAW DDL XXN 020239 F35A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,KLM194,51.5333,-42.75,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,271,32,,AIREP,ARP KLM194 5132N 04245W 0239 F390 M49 271/32 5159N 04000W 0251 5159N 03000W KT PHBHN QXT AME 020239 L03A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,UAL110,50.7833,-41.3333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,287,28,,AIREP,ARP UAL110 5047N 04120W 0239 F350 M56 287/28 5059N 04000W 0246 5059N 03000W KT N666UA DDL XXN 020239 F61A,
2020-02-02T02:44:25Z,2020-02-02T02:39:00Z,,,,,,,BAW20R,50.3167,-48.7333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,274,48,,AIREP,ARP BAW20R 5019N 04844W 0239 F350 M55 274/48 5200N 04000W 0319 5200N 03000W KT GCIVW QXT AME 020239 F73A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,NAX2WB,49.5167,-54.4833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,269,50,,AIREP,ARP NAX2WB 4931N 05429W 0239 F390 M49 269/50 5100N 05000W 0301 5500N 04000W KT LNLNX QXS YQX 020239 L51A,
2020-02-02T02:44:25Z,2020-02-02T02:39:00Z,,,,,,,DAL1,48.1,-51.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,280,73,,AIREP,ARP DAL1 4806N 05137W 0239 F350 M57 280/73 4830N 05000W 0247 5030N 04000W KT N833MH QXS YYT 020239 F83A,
